district,chiefdom,phu,facility_type,community,population_2023,dp_name,dp_type
Bo District,Komboya Chiefdom,Niagorehun (Komboya) MCHP,MCHP,Njawor,405,Niagorehun (Komboya) MCHP,Fixed
Bo District,Komboya Chiefdom,Niagorehun (Komboya) MCHP,MCHP,Pelewahun,260,Pelewahun Court Barry,Outreach
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Gbanama,443,Semabu 1 Court Barry,Outreach
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Gbitima,414,Niagorehun Court Barry,Outreach
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Kobondala,579,Semabu 1 Court Barry,Outreach
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Niagorehun,739,Niagorehun Court Barry,Outreach
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Njala 1,1697,Njala CHC,Fixed
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Njala 2,893,Njala CHC,Fixed
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Pelewahun,559,Njala CHC,Fixed
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Semabu 1,789,Semabu 1 Court Barry,Outreach
Bo District,Komboya Chiefdom,Njala (Komboya) CHC,CHC,Talia,580,Niagorehun Court Barry,Outreach
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Baomahun,275,Yengema Court Barry,Outreach
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Bauya,540,Teibor CHP,Fixed
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Kenyema,145,Kenyema Court Barry,Outreach
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Kpawuma,205,Yengema Court Barry,Outreach
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Lowuma,471,Mano MCHP,Fixed
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Mano,450,Mano MCHP,Fixed
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Talia,225,Kenyema Court Barry,Outreach
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Teibor,505,Teibor CHP,Fixed
Bo District,Komboya Chiefdom,Teibor CHP,CHP,Yengema,183,Yengema Court Barry,Outreach
Bo District,Lugbu Chiefdom,Bontiwo MCHP,MCHP,Bondayeihun,139,Faama Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Bontiwo MCHP,MCHP,Bontiwo,673,Bontiwo,Fixed
Bo District,Lugbu Chiefdom,Bontiwo MCHP,MCHP,Faama,675,Faama Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Bontiwo MCHP,MCHP,Kitorma,232,Faama Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Bontiwo MCHP,MCHP,Kuadima,580,Bontiwo,Fixed
Bo District,Lugbu Chiefdom,Bontiwo MCHP,MCHP,Vaahun,493,Bontiwo,Fixed
Bo District,Lugbu Chiefdom,Feiba CHP,CHP,Beipie,103,Feiba CHP,Fixed
Bo District,Lugbu Chiefdom,Feiba CHP,CHP,Buma,200,Feiba CHP,Fixed
Bo District,Lugbu Chiefdom,Feiba CHP,CHP,Feiba,1500,Feiba CHP,Fixed
Bo District,Lugbu Chiefdom,Feiba CHP,CHP,Gbaluhun,79,Gelehun Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Feiba CHP,CHP,Gelehun,500,Gelehun Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Benduma-Sewa,358,Heima MCHP,Fixed
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Gbamahun,255,Heima MCHP,Fixed
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Heima,550,Heima MCHP,Fixed
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Mano Bembeteh,265,Mano Bembeteh Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Tongia,240,Heima MCHP,Fixed
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Venima,406,Mano Bembeteh Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Camp Village,332,Karleh MCHP,Fixed
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Gbangema,465,Karleh MCHP,Fixed
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Karleh,1858,Karleh MCHP,Fixed
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Kpatema,644,Kpatema Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Bangorma,450,Bangorma Court Barry,Outreach
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Bevehun,357,Kpetewoma CHP,Fixed
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Gondama,465,Bangorma Court Barry,Outreach
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Kpetewoma CHP,1451,Kpetewoma CHP,Fixed
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Kpwobu,180,Bangorma Court Barry,Outreach
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Ngieya,527,Kpetewoma CHP,Fixed
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Tangahun,222,Kpetewoma CHP,Fixed
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Tobanda,109,Kpetewoma CHP,Fixed
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Yengassa,1016,Kpetewoma CHP,Fixed
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Benduma1,132,Benduma2 Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Benduma2,515,Benduma2 Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Manowo,214,Benduma2 Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Ngeiyehun,1714,Ngeiyehun MCHP,Fixed
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Nguabu,222,Ngeiyehun MCHP,Fixed
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Bamba,598,Sumbuya CHC,Fixed
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Baoma,586,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Gola,580,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Komende,693,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Lower Saama,1062,Sumbuya CHC,Fixed
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Moforay,587,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Mokombo,230,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Mokordo,530,Sumbuya CHC,Fixed
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Momando,220,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Mosorgbo,695,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Ngainga,236,Sumbuya CHC,Fixed
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Sumbuya CHC,1500,Sumbuya CHC,Fixed
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Tawamahehun,476,Tawamahehun Court Barry,Outreach
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Daama,400,Daama Courtbarray,Mobile
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Kpatobu,905,Upper Saama MCHP,Fixed
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Kpoveihun,211,Upper Saama MCHP,Fixed
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Upper Saama,1786,Upper Saama MCHP,Fixed
Bo District,Lugbu Chiefdom,Yambama CHP,CHP,Gendema,508,Tongie Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Yambama CHP,CHP,Tongie,600,Tongie Courtbarray,Outreach
Bo District,Lugbu Chiefdom,Yambama CHP,CHP,Yambama,2070,Yambama CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Banda,204,Korbu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Benduma,485,Benduma Courtbarry,Mobile
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Korbu,666,Korbu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Kortuhun,383,Benduma Courtbarry,Mobile
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Kpagbama,275,Benduma Courtbarry,Mobile
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Njagbema,890,Korbu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Yallu,387,Korbu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Hendobu,200,Kpar Court Barray,Outreach
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Kongobahun,730,Kpar Court Barray,Outreach
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Konima,100,Nengbema CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Kpar,976,Kpar Court Barray,Outreach
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Luawa,96,Kpar Court Barray,Outreach
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Mbellebu,720,Nengbema CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Nengbema,2170,Nengbema CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Nyadeyama,743,Nengbema CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Tondorya,926,Nengbema CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Bendu,300,Ngogbebu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Kowa,600,Ngogbebu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Meima,900,Ngogbebu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Ngogbebu,1050,Ngogbebu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Saama,503,Ngogbebu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Guamdoma,360,Pendembu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Jormu,197,Pendembu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Pendembu,950,Pendembu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Torkpoimbu,1100,Pendembu MCHP,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Blama,453,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Jaiama,490,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Kolihun,27,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Ngiehun,347,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Njagor,169,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Sahn,2608,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Semabu,391,Sorma Court Barray,Outreach
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Sorma,124,Sorma Court Barray,Outreach
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Tamballu,578,Sahn CHC,Fixed
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Torkpumbu,191,Sahn CHC,Fixed
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Bangorma,206,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Dambala,2360,Dambala CHC,Fixed
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Gbangeima,303,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Gbeyahun,312,Dambala Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Gbumbeh,468,Dambala Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Geima,198,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Jayeima,314,Dambala Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Jolu,204,Dambala Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Korwama,120,Dambala Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Mamboima,314,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Mobonde,276,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Njaluahun,405,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Sembehun,657,Sembehun Court Barry,Mobile
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Tabema,276,Dambala CHC,Fixed
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Bongeya,207,Kassema Court Barray,Mobile
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Foya,104,Kassema Court Barray,Mobile
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Gbangba,830,Gbangba MCHP,Fixed
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kaniya,300,Kassema Court Barray,Mobile
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kassema,570,Kassema Court Barray,Mobile
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kenema,210,Gbangba MCHP,Fixed
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kpetema,183,Gbangba MCHP,Fixed
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Seigbema,520,Gbangba MCHP,Fixed
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Sembehun Jobai,280,Gbangba MCHP,Fixed
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Baoma,40,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Benduma,1020,Sembehun Kokofeke Courtbarry,Outreach
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gbangema,347,Sembehun Kokofeke Courtbarry,Outreach
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gondama,3559,Gondama CHC,Fixed
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gondama Barrack,2264,Gondama CHC,Fixed
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gondorhun,621,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Guala,1200,Sembehun Kokofeke Courtbarry,Outreach
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gubehun,30,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Konta 1,125,Gondama CHC,Fixed
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Konta 2,40,Gondama CHC,Fixed
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Lembema 2,330,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Lor,40,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Magbema,1030,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Ngelehun,2119,Gondama CHC,Fixed
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Sembehun Kokofele,1100,Sembehun Kokofeke Courtbarry,Outreach
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Taninahun,30,Gandorhun Barry,Mobile
Bo District,Tikonko Chiefdom,Griema MCHP,MCHP,Griema,2268,Griema MCHP,Fixed
Bo District,Tikonko Chiefdom,Griema MCHP,MCHP,Njagbama,1557,Njagbama Community Barry,Outreach
Bo District,Tikonko Chiefdom,Griema MCHP,MCHP,Tikonkowo,178,Njagbama Community Barry,Outreach
Bo District,Tikonko Chiefdom,Haikal CHP,CHP,,,,
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Adala,244,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Adala Warreh,20,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Baoma,381,Kassama MCHP,Fixed
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Bevehun,467,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Buwaima,39,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Kassama,722,Kassama MCHP,Fixed
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Ngelahun,147,Kassama MCHP,Fixed
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Nigeria,19,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Njala,52,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Pelewahun,392,Kassama MCHP,Fixed
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Pujehun,18,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Sembalu,32,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Taninahun,156,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Tebonu,29,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Wotebehun,491,Kassama MCHP,Fixed
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Yengesa,1208,Yengesa Curt Barry,Outreach
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Daru,200,Kundiama School,Mobile
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Kondiama,464,Kundiama School,Mobile
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Kpawama,340,Kpawama Community Barry,Mobile
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Kpoyama,159,Mattru On The Rail CHP,Fixed
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Mamboima,365,Kpawama Community Barry,Mobile
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Mattru On The Rail,1756,Mattru On The Rail CHP,Fixed
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Natehun,50,Kundiama School,Mobile
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Nengbema,145,Mattru On The Rail CHP,Fixed
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Ngandohun,150,Mattru On The Rail CHP,Fixed
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Torkpumbu,150,Mattru On The Rail CHP,Fixed
Bo District,Tikonko Chiefdom,Mendewa CHP,CHP,,,,
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Foikundor,410,Sami Tabay Community,Outreach
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Foikundor Worreh,101,Sami Tabay Community,Outreach
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Foindu,250,Sami Tabay Community,Outreach
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sami,528,Sami Tabay Community,Outreach
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sami Worreh,118,Sami Tabay Community,Outreach
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sembehun Tabema,550,Sembehun Tabema MCHP,Fixed
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sembehun Worreh,108,Sembehun Tabema MCHP,Fixed
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sengama,340,Sembehun Tabema MCHP,Fixed
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sengema Worreh,207,Sembehun Tabema MCHP,Fixed
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Fielor,472,Majihun Court Barry,Outreach
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Majhun,512,Majihun Court Barry,Outreach
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Mamboima,557,Sembehun 17 CHP,Fixed
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Manowo,488,Sembehun 17 CHP,Fixed
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Mokema,34,Majihun Court Barry,Outreach
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Ngolahun,889,Nyandeyama Court Barry,Outreach
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Nyandeyama,727,Nyandeyama Court Barry,Outreach
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Sembehun 17,3725,Sembehun 17 CHP,Fixed
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Sembehun 17 Old Town,715,Sembehun 17 CHP,Fixed
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Sulehun,678,Sembehun 17 CHP,Fixed
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Tuba,302,Sembehun 17 CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Acheivers,485,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Banga Farm,342,Kendiwabu Court Barry,Outreach
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Kendiwabu,350,Kendiwabu Court Barry,Outreach
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Kpaka Town,400,Kendiwabu Court Barry,Outreach
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Lower Mattru Road,326,Kendiwabu Court Barry,Outreach
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Madena 2,500,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Njagbala 1,889,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Njagbla 2,2949,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,On The Rock,490,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Smith Gigba Town,487,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,St Albert,750,Theresa Hakim CHP,Fixed
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Thomas Town,485,Kendiwabu Court Barry,Outreach
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Thomas Town Extension,492,Kendiwabu Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Barlie,310,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Borborbu,80,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Dandabu,115,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Digbaya,260,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Dodo,210,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Faabu,80,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Fobu,110,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gbalehun,610,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gbanahun,80,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gendema,220,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gibina,112,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Jcc Camp,40,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Julahun,364,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kakpema,360,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kigbai,280,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kpakuma,160,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kpetema,260,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Lembema,350,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Lokovulahun,66,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Mojebeh,180,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Mosakpa,109,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Niama,200,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Njala,240,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Nyagohun Villa,300,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Nyagoihun Madoko,80,Tikonko CHC,Fixed
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Porgbahun,350,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Potahun,110,Dodo Community Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Sunga,350,Sunga Court Barry,Outreach
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Surgbehun,308,Sunga Court Barry,Outreach
