district,chiefdom,phu,facility_type,community,population_2023
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Ngogobu,54
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Monghere,2121
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gumahun,200
Bo District,Valunia Chiefdom,Mongere CHC,CHC,pelewahun,114
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Nyandehun,75
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Koluvama,20
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Waterloo,10
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Wan Os,15
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Jillihun,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gualla,60
Bo District,Valunia Chiefdom,Mongere CHC,CHC,nyayema,67
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kpakibu,202
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Baoma,212
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Legbeyama,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Bawuya,50
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kpetema,228
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Tendehun,80
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Lomabu,198
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Torkporbu,100
Bo District,Valunia Chiefdom,Mongere CHC,CHC,ngiebu,230
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Toryama,42
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Wonde,60
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Njorgahun,82
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Damballa Njiebu,60
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Banjema,60
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Belebu,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Konima III,20
Bo District,Valunia Chiefdom,Mongere CHC,CHC,nyanyahun,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Pelewahun II,120
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Balina,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gbekeya I,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Gbekeya II,52
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Yawema,60
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Daru,46
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Luniagelema,72
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Njorpowahun,70
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Yuabu,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Barrie,36
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Mosumana,30
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Levuma,64
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kontah,20
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Moyambawo,40
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Ngagboma,30
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Nyandehun Gandema,240
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Konima I,20
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Konima II,20
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Fulawahun,88
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Torgorma,90
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Mayembema,70
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kamaru,75
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Kpassama,86
Bo District,Valunia Chiefdom,Mongere CHC,CHC,hojama,30
Bo District,Valunia Chiefdom,Mongere CHC,CHC,Jojohun,20
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Ngolahun Jabaty,908
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Niayama,150
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Dambalawa,100
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Sayllu,800
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Pembema,200
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Kortumahun,700
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Magbema,750
Bo District,Valunia Chiefdom,Ngolahun Jabaty CHP,CHP,Faama,300
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Pujehun,870
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Kotorboima,166
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Mogbosongo,115
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Mexico,45
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Victoria,264
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Gbanguya,56
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Kpassama,249
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Simbeck Fagoya,211
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Jojohun,114
Bo District,Valunia Chiefdom,Pujehun (Valunia) CHP,CHP,Hojeima,43
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Bathurst MCHP,779
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Yanihun,446
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Gawula,687
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Kpeyama,229
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Gumbu,184
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Niagorehun,859
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Dinnah,790
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Nglawoma,267
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Kenema,154
Bo District,Wonde Chiefdom,Bathurst MCHP,MCHP,Njala,730
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Fanima,1960
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Kanuma,152
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Fayama,717
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Vawaahun,103
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Mogboama,201
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Layiehun,743
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Malema,335
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Pelewahun,916
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Gendema,245
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Toebu,250
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Heayama,121
Bo District,Wonde Chiefdom,Fanima (Wonde) MCHP,MCHP,Kegbema,870
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Gboyama town,1550
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Vaama,620
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Solima,615
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Dia1,320
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Dia2,280
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Njala,329
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Kpuawala,1020
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Baoma,300
Bo District,Wonde Chiefdom,Gboyama CHC,CHC,Mendama,502
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Kambawama 1&2,1256
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Yengema,594
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Pujehun,34
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Konia,455
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Gbonjeima,79
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Yawaju,451
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Njagbakahun,84
Bo District,Wonde Chiefdom,Kambawama MCHP,MCHP,Levuma,83
Bombali District,Biriwa Chiefdom,Bumban CHP,CHP,,
Bombali District,Biriwa Chiefdom,Bumbanday MCHP,MCHP,,
Bombali District,Biriwa Chiefdom,Kagbaneh CHC,CHC,,
Bombali District,Biriwa Chiefdom,Kagbankona MCHP,MCHP,,
Bombali District,Biriwa Chiefdom,Kakorla MCHP,MCHP,,
Bombali District,Biriwa Chiefdom,Kamabai CHC,CHC,,
Bombali District,Biriwa Chiefdom,Kamasikie CHP,CHP,,
Bombali District,Biriwa Chiefdom,Kamathudgu MCHP,MCHP,,
Bombali District,Biriwa Chiefdom,Kanikay MCHP,MCHP,,
Bombali District,Biriwa Chiefdom,Karina CHP,CHP,,
Bombali District,Biriwa Chiefdom,Kathakeya CHP,CHP,,
Bombali District,Biriwa Chiefdom,Kayainkassa CHP,CHP,,
Bombali District,Biriwa Chiefdom,Kayonkoro CHP,CHP,,
Bombali District,Biriwa Chiefdom,Manjoro MCHP,MCHP,,
Bombali District,Bombali Sebora Chiefdom,Maboleh CHP,CHP,,
Bombali District,Bombali Sebora Chiefdom,Maforay (Bombali Sebora) CHP,CHP,,
Bombali District,Bombali Sebora Chiefdom,Makama CHP,CHP,,
Bombali District,Bombali Sebora Chiefdom,Makump CHP,CHP,,
Bombali District,Bombali Sebora Chiefdom,Masory CHP,CHP,,
Bombali District,Bombali Sebora Chiefdom,Pate-Bana Masimbo CHP,CHP,,
Bombali District,Bombali Sebora Chiefdom,Patebana CHC,CHC,,
Bombali District,Bombali Sebora Chiefdom,Robat CHP,CHP,,
Bombali District,Bombali Serry Chiefdom,Rokonta CHC,CHC,,
Bombali District,Gbanti (Bombali) Chiefdom,Kunsho CHP,CHP,,
Bombali District,Gbanti (Bombali) Chiefdom,Panlap CHP,CHP,,
Bombali District,Gbanti (Bombali) Chiefdom,Stocco CHP,CHP,,
Bombali District,Gbanti (Bombali) Chiefdom,Yoni (Gbanti) CHP,CHP,,
Bombali District,Gbendembu Chiefdom,Gbendembu CHC,CHC,,
Bombali District,Gbendembu Chiefdom,Kortohun MCHP,MCHP,,
Bombali District,Gbendembu Chiefdom,Madina Loko CHP,CHP,,
Bombali District,Gbendembu Chiefdom,Mamaka (Gbendembu) MCHP,MCHP,,
Bombali District,Gbendembu Chiefdom,Mambala MCHP,MCHP,,
Bombali District,Kamaranka Chiefdom,Kamaranka CHC,CHC,,
Bombali District,Kamaranka Chiefdom,Makaiba MCHP,MCHP,,
Bombali District,Kamaranka Chiefdom,Makassa MCHP,MCHP,,
Bombali District,Kamaranka Chiefdom,Rosint MCHP,MCHP,,
Bombali District,Kamaranka Chiefdom,Royeama CHP,CHP,,
Bombali District,Magbaimba Ndohahun Chiefdom,Hunduwa MCHP,MCHP,,
Bombali District,Magbaimba Ndohahun Chiefdom,Kagbere CHC,CHC,,
Bombali District,Magbaimba Ndohahun Chiefdom,Mambiama MCHP,MCHP,,
Bombali District,Magbaimba Ndohahun Chiefdom,Manjaka MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Fullah Town 1 (Makarie) CHP,CHP,,
Bombali District,Makarie Chiefdom,Karefay Themne CHP,CHP,,
Bombali District,Makarie Chiefdom,Kerefay Loko MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Kolisokoh CHP,CHP,,
Bombali District,Makarie Chiefdom,Mabayo MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Magbaikoli MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Makarie MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Mangay Loko MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Masongbo (Makarie) CHC,CHC,,
Bombali District,Makarie Chiefdom,Mateneh MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Punthun MCHP,MCHP,,
Bombali District,Makarie Chiefdom,Thonkoba CHP,CHP,,
Bombali District,Makarie Chiefdom,Yainkassa CHP,CHP,,
Bombali District,Makeni City,Bombali Police CHC,CHC,,
Bombali District,Makeni City,Fullah Town 2 (Makeni City) CHP,CHP,,
Bombali District,Makeni City,Red Cross (Makeni City) CHP,CHP,,
Bombali District,Makeni City,Teko Barracks CHP,CHP,,
Bombali District,Makeni City,Tonko CHP,CHP,,
Bombali District,Mara Chiefdom,Kiampkakolo MCHP,MCHP,,
Bombali District,Mara Chiefdom,Manewa MCHP,MCHP,,
Bombali District,Mara Chiefdom,Mara CHC,CHC,,
Bombali District,Ngowahun Chiefdom,Kalangba (Ngowahun) CHC,CHC,,
Bombali District,Ngowahun Chiefdom,Maharie CHP,CHP,,
Bombali District,Ngowahun Chiefdom,Makiteh (Ngowahun) MCHP,MCHP,,
Bombali District,Ngowahun Chiefdom,Masongbo Loko CHP,CHP,,
Bombali District,Ngowahun Chiefdom,Tambiama CHP,CHP,,
Bombali District,Paki Masabong Chiefdom,Kathanta Bana CHP,CHP,,
Bombali District,Paki Masabong Chiefdom,Kathekeya Kaboli CHP,CHP,,
Bombali District,Paki Masabong Chiefdom,Makeni Lol MCHP,MCHP,,
Bombali District,Paki Masabong Chiefdom,Makolor CHP,CHP,,
Bombali District,Paki Masabong Chiefdom,Mapaki CHC,CHC,,
Bombali District,Paki Masabong Chiefdom,Masabong Pil MCHP,MCHP,,
Bombali District,Paki Masabong Chiefdom,Masingbi Lol MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Binkolo CHC,CHC,,
Bombali District,Safroko Limba Chiefdom,Kabombeh MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Kabonka MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Kagbo MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Kapethe MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Kateneh MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Kayasie CHP,CHP,,
Bombali District,Safroko Limba Chiefdom,Mabonkani MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Maselleh MCHP,MCHP,,
Bombali District,Safroko Limba Chiefdom,Masongbo Limba MCHP,MCHP,,
Bonthe District,Bendu-Cha Chiefdom,Bendu (Bendu-Cha) CHC,CHC,,
Bonthe District,Bendu-Cha Chiefdom,Foya (Bendu-Cha) CHP,CHP,,
Bonthe District,Bendu-Cha Chiefdom,Giebina CHP,CHP,,
Bonthe District,Bendu-Cha Chiefdom,Mindohun MCHP,MCHP,,
Bonthe District,Bendu-Cha Chiefdom,Mo-Davies CHP,CHP,,
Bonthe District,Bendu-Cha Chiefdom,Taigbe CHP,CHP,,
Bonthe District,Bonthe Town,Red Cross (Bonthe) CHP,CHP,,
Bonthe District,Bonthe Town,York Island CHP,CHP,,
Bonthe District,Bum Chiefdom,Karlleh MCHP,MCHP,,
Bonthe District,Bum Chiefdom,Madina (Bum) CHC,CHC,,
Bonthe District,Bum Chiefdom,Mammy CHP,CHP,,
Bonthe District,Bum Chiefdom,Ngepehun CHP,CHP,,
Bonthe District,Bum Chiefdom,Ngessehun MCHP,MCHP,,
Bonthe District,Bum Chiefdom,Sogballeh MCHP,MCHP,,
Bonthe District,Bum Chiefdom,Tassor CHP,CHP,,
Bonthe District,Bum Chiefdom,Torma Bum CHP,CHP,,
Bonthe District,Dema Chiefdom,Bumpetoke (Dema) CHP,CHP,,
Bonthe District,Dema Chiefdom,Mbaoma (Dema) CHP,CHP,,
Bonthe District,Dema Chiefdom,Tissana (Dema) CHC,CHC,,
Bonthe District,Dema Chiefdom,Tombay CHP,CHP,,
Bonthe District,Imperi Chiefdom,Gaindema CHP,CHP,,
Bonthe District,Imperi Chiefdom,Gbamgbaia CHC,CHC,,
Bonthe District,Imperi Chiefdom,Gbamgbama CHC,CHC,,
Bonthe District,Imperi Chiefdom,Jangallor CHP,CHP,,
Bonthe District,Imperi Chiefdom,Junctionla MCHP,MCHP,,
Bonthe District,Imperi Chiefdom,Mo-Kepay CHP,CHP,,
Bonthe District,Imperi Chiefdom,Mogbwemo CHC,CHC,,
Bonthe District,Imperi Chiefdom,Mokaba MCHP,MCHP,,
Bonthe District,Imperi Chiefdom,Moriba Town (Imperri) CHC,CHC,,
Bonthe District,Imperi Chiefdom,Victoria MCHP,MCHP,,
Bonthe District,Imperi Chiefdom,Yargoi CHP,CHP,,
Bonthe District,Jong Chiefdom,Barbar MCHP,MCHP,,
Bonthe District,Jong Chiefdom,Gambia CHC,CHC,,
Bonthe District,Jong Chiefdom,Gbaninga CHP,CHP,,
Bonthe District,Jong Chiefdom,Jorma CHP,CHP,,
Bonthe District,Jong Chiefdom,Kabati CHP,CHP,,
Bonthe District,Jong Chiefdom,Komende (Jong) MCHP,MCHP,,
Bonthe District,Jong Chiefdom,Mattru CHC,CHC,,
Bonthe District,Jong Chiefdom,Mo-Savie MCHP,MCHP,,
Bonthe District,Jong Chiefdom,Mogbwe MCHP,MCHP,,
Bonthe District,Jong Chiefdom,Mongerewa MCHP,MCHP,,
Bonthe District,Jong Chiefdom,Moyowa MCHP,MCHP,,
Bonthe District,Jong Chiefdom,Red Cross (Mattru) CHP,CHP,,
Bonthe District,Jong Chiefdom,Segbwema (Jong) CHP,CHP,,
Bonthe District,Jong Chiefdom,Semabu (Jong) CHP,CHP,,
Bonthe District,Jong Chiefdom,Tissana (Jong) CHP,CHP,,
Bonthe District,Kpanda Kemoh Chiefdom,Gambia Popayma MCHP,MCHP,,
Bonthe District,Kpanda Kemoh Chiefdom,Gbongeh MCHP,MCHP,,
Bonthe District,Kpanda Kemoh Chiefdom,Lawana (Kpanda Kemo) MCHP,MCHP,,
Bonthe District,Kpanda Kemoh Chiefdom,Mottuo CHC,CHC,,
Bonthe District,Kpanda Kemoh Chiefdom,Senjehun MCHP,MCHP,,
Bonthe District,Kwamebai Krim Chiefdom,Benduma CHC,CHC,,
Bonthe District,Kwamebai Krim Chiefdom,Hoya CHP,CHP,,
Bonthe District,Kwamebai Krim Chiefdom,Massah Kpoanguma CHP,CHP,,
Bonthe District,Kwamebai Krim Chiefdom,Mosenteh CHP,CHP,,
Bonthe District,Kwamebai Krim Chiefdom,Tei CHP,CHP,,
Bonthe District,Kwamebai Krim Chiefdom,Topain CHP,CHP,,
Bonthe District,Nongoba Bullom Chiefdom,Batahall CHP,CHP,,
Bonthe District,Nongoba Bullom Chiefdom,Gbamani CHP,CHP,,
Bonthe District,Nongoba Bullom Chiefdom,Gbap CHC,CHC,,
Bonthe District,Nongoba Bullom Chiefdom,Maamu MCHP,MCHP,,
Bonthe District,Nongoba Bullom Chiefdom,Mbaoma Kpengeh CHC,CHC,,
Bonthe District,Nongoba Bullom Chiefdom,Mbaoma Kpengeh CHP,CHP,,
Bonthe District,Nongoba Bullom Chiefdom,Minah CHP,CHP,,
Bonthe District,Nongoba Bullom Chiefdom,Ngaringa MCHP,MCHP,,
Bonthe District,Nongoba Bullom Chiefdom,Sembehun (Nongoba Bullom) MCHP,MCHP,,
Bonthe District,Nongoba Bullom Chiefdom,Subu MCHP,MCHP,,
Bonthe District,Nongoba Bullom Chiefdom,Torma Gbagba CHP,CHP,,
Bonthe District,Nongoba Bullom Chiefdom,Waiba MCHP,MCHP,,
Bonthe District,Sittia Chiefdom,Delken CHC,CHC,,
Bonthe District,Sittia Chiefdom,Delken MCHP,MCHP,,
Bonthe District,Sittia Chiefdom,Mania MCHP,MCHP,,
Bonthe District,Sittia Chiefdom,Mbokie MCHP,MCHP,,
Bonthe District,Sittia Chiefdom,Mo-Sandi CHP,CHP,,
Bonthe District,Sittia Chiefdom,Ngepay CHP,CHP,,
Bonthe District,Sittia Chiefdom,Sanhaya CHP,CHP,,
Bonthe District,Sittia Chiefdom,Yoni (Sittia) CHC,CHC,,
Bonthe District,Sogbini Chiefdom,Grima (Sogbini) CHP,CHP,,
Bonthe District,Sogbini Chiefdom,Kanga (Sogbini) MCHP,MCHP,,
Bonthe District,Sogbini Chiefdom,Kpetema (Sogbini) MCHP,MCHP,,
Bonthe District,Sogbini Chiefdom,Mandu CHP,CHP,,
Bonthe District,Sogbini Chiefdom,Ngueh MCHP,MCHP,,
Bonthe District,Sogbini Chiefdom,Tihun CHC,CHC,,
Bonthe District,Yawbeko Chiefdom,Mobefa MCHP,MCHP,,
Bonthe District,Yawbeko Chiefdom,Sargor CHP,CHP,,
Bonthe District,Yawbeko Chiefdom,Senehun Gbloh MCHP,MCHP,,
Bonthe District,Yawbeko Chiefdom,Talia (Yawbeko) CHC,CHC,,
Bonthe District,Yawbeko Chiefdom,Tuakan CHP,CHP,,
Falaba District,Barawa Wollay Chiefdom,Banadakafaia CHP,CHP,,
Falaba District,Barawa Wollay Chiefdom,Bandakoro MCHP,MCHP,,
Falaba District,Barawa Wollay Chiefdom,Firawa CHC,CHC,,
Falaba District,Barawa Wollay Chiefdom,Konombaia CHP,CHP,,
Falaba District,Barawa Wollay Chiefdom,Kulanko MCHP,MCHP,,
Falaba District,Delmandugu Chiefdom,Deldu Kamaron MCHP,MCHP,,
Falaba District,Delmandugu Chiefdom,Mansadu CHC,CHC,,
Falaba District,Delmandugu Chiefdom,Masadu CHC,CHC,,
Falaba District,Delmandugu Chiefdom,Mongo Kamaron CHP,CHP,,
Falaba District,Delmandugu Chiefdom,Seremudu MCHP,MCHP,,
Falaba District,Delmandugu Chiefdom,Tambalia Balia MCHP,MCHP,,
Falaba District,Dembelia-Sinkunia Chiefdom,Fullamansa MCHP,MCHP,,
Falaba District,Dembelia-Sinkunia Chiefdom,Gbindi CHP,CHP,,
Falaba District,Dembelia-Sinkunia Chiefdom,Manna MCHP,MCHP,,
Falaba District,Dembelia-Sinkunia Chiefdom,Sinkunia CHC,CHC,,
Falaba District,Folosaba Dembelia Chiefdom,Dogoloya CHP,CHP,,
Falaba District,Folosaba Dembelia Chiefdom,Koromasilaia MCHP,MCHP,,
Falaba District,Folosaba Dembelia Chiefdom,Largo MCHP,MCHP,,
Falaba District,Folosaba Dembelia Chiefdom,Musaia (Dembelia) CHC,CHC,,
Falaba District,Folosaba Kamba Chiefdom,Gbentu CHC,CHC,,
Falaba District,Folosaba Kamba Chiefdom,Hamdalia MCHP,MCHP,,
Falaba District,Folosaba Kamba Chiefdom,Kalia MCHP,MCHP,,
Falaba District,Folosaba Kamba Chiefdom,Kamba Mamudia CHP,CHP,,
Falaba District,Kabelia Chiefdom,Ganya CHP,CHP,,
Falaba District,Kamadugu Yiraia Chiefdom,Dankawalie CHC,CHC,,
Falaba District,Kamadugu Yiraia Chiefdom,Kamadu Badala MCHP,MCHP,,
Falaba District,Kamadugu Yiraia Chiefdom,Kamadu Sokuralla CHP,CHP,,
Falaba District,Kamadugu Yiraia Chiefdom,Yiraia CHP,CHP,,
Falaba District,Kulor Saradu Chiefdom,Bandapirie CHP,CHP,,
Falaba District,Kulor Saradu Chiefdom,Durukoro MCHP,MCHP,,
Falaba District,Kulor Saradu Chiefdom,Kulia CHP,CHP,,
Falaba District,Kulor Saradu Chiefdom,Yarawadu MCHP,MCHP,,
Falaba District,Mongo Chiefdom,Mongo Bendugu CHC,CHC,,
Falaba District,Mongo Chiefdom,Mongo Karifaia MCHP,MCHP,,
Falaba District,Mongo Chiefdom,Seria CHP,CHP,,
Falaba District,Mongo Chiefdom,Walia MCHP,MCHP,,
Falaba District,Morifindu Chiefdom,Gberefeh MCHP,MCHP,,
Falaba District,Morifindu Chiefdom,Kombili CHP,CHP,,
Falaba District,Morifindu Chiefdom,Serekolia CHC,CHC,,
Falaba District,Morifindu Chiefdom,Tubah MCHP,MCHP,,
Falaba District,Neya Chiefdom,Banboria MCHP,MCHP,,
Falaba District,Neya Chiefdom,Kurubonla CHC,CHC,,
Falaba District,Neya Chiefdom,Mansofinia CHP,CHP,,
Falaba District,Neya Chiefdom,Porpon MCHP,MCHP,,
Falaba District,Nyedu Chiefdom,Bumbukoro CHC,CHC,,
Falaba District,Nyedu Chiefdom,Masonia MCHP,MCHP,,
Falaba District,Sulima Chiefdom,Falaba CHC,CHC,,
Falaba District,Sulima Chiefdom,Gberia Timbakor CHP,CHP,,
Falaba District,Sulima Chiefdom,Kaliyereh MCHP,MCHP,,
Falaba District,Sulima Chiefdom,Koindu Kura CHP,CHP,,
Falaba District,Sulima Chiefdom,Sonkoya MCHP,MCHP,,
Kailahun District,Dea Chiefdom,Baiwala CHP,CHP,,
Kailahun District,Dea Chiefdom,Nagbena CHP,CHP,,
Kailahun District,Dea Chiefdom,Sienga CHP,CHP,,
Kailahun District,Jahn Chiefdom,Gbeika CHP,CHP,,
Kailahun District,Jawei Chiefdom,Bombohun MCHP,MCHP,,
Kailahun District,Jawei Chiefdom,Daru CHC,CHC,,
Kailahun District,Jawei Chiefdom,Kambama CHP,CHP,,
Kailahun District,Jawei Chiefdom,Kortuma MCHP,MCHP,,
Kailahun District,Jawei Chiefdom,Mamabu CHP,CHP,,
Kailahun District,Jawei Chiefdom,Njala-Grima CHP,CHP,,
Kailahun District,Jawei Chiefdom,Nyeama CHP,CHP,,
Kailahun District,Jawei Chiefdom,Pellie CHP,CHP,,
Kailahun District,Jawei Chiefdom,Pewama CHP,CHP,,
Kailahun District,Kissi Kama Chiefdom,Dia CHC,CHC,,
Kailahun District,Kissi Kama Chiefdom,Foidu CHP,CHP,,
Kailahun District,Kissi Teng Chiefdom,Bayama (Kissi Teng) CHP,CHP,,
Kailahun District,Kissi Teng Chiefdom,Kangama (Kissi Teng) CHP,CHP,,
Kailahun District,Kissi Teng Chiefdom,Koindu CHC,CHC,,
Kailahun District,Kissi Tongi Chiefdom,Buedu CHC,CHC,,
Kailahun District,Kissi Tongi Chiefdom,Dawa CHP,CHP,,
Kailahun District,Kissi Tongi Chiefdom,Gbandiwulo CHP,CHP,,
Kailahun District,Kissi Tongi Chiefdom,Madopolahun CHP,CHP,,
Kailahun District,Kissi Tongi Chiefdom,Sandia (Kissi Tongi) MCHP,MCHP,,
Kailahun District,Kissi Tongi Chiefdom,Voahun CHP,CHP,,
Kailahun District,Kissi Tongi Chiefdom,Weh CHP,CHP,,
Kailahun District,Luawa Chiefdom,Bandajuma Sinneh MCHP,MCHP,,
Kailahun District,Luawa Chiefdom,Baoma (Luawa) CHP,CHP,,
Kailahun District,Luawa Chiefdom,Dodo-Kortuma CHP,CHP,,
Kailahun District,Luawa Chiefdom,Gbalahun CHP,CHP,,
Kailahun District,Luawa Chiefdom,Gbeworbu Gao CHP,CHP,,
Kailahun District,Luawa Chiefdom,Giema (Luawa) CHP,CHP,,
Kailahun District,Luawa Chiefdom,Jengbellu CHP,CHP,,
Kailahun District,Luawa Chiefdom,Konjo (Luawa) CHP,CHP,,
Kailahun District,Luawa Chiefdom,Kpandebu (Luawa) MCHP,MCHP,,
Kailahun District,Luawa Chiefdom,Luawa Under Fives CHC,CHC,,
Kailahun District,Luawa Chiefdom,Madina (Luawa) MCHP,MCHP,,
Kailahun District,Luawa Chiefdom,Mano-Sewalu CHP,CHP,,
Kailahun District,Luawa Chiefdom,Mende Buima MCHP,MCHP,,
Kailahun District,Luawa Chiefdom,Morfindor CHP,CHP,,
Kailahun District,Luawa Chiefdom,Ngiehun (Luawa) CHP,CHP,,
Kailahun District,Luawa Chiefdom,Nyandehun (Luawa) CHP,CHP,,
Kailahun District,Luawa Chiefdom,Sandeyallu CHP,CHP,,
Kailahun District,Luawa Chiefdom,Sengema (Luawa) CHP,CHP,,
